id_cliente;genero;idade;continente;pais;estado
197044;Female;35;Oceania;Australia;South Australia
197088;Male;32;Oceania;Australia;Victoria
197125;Female;42;Oceania;Australia;South Australia
197192;Male;69;Oceania;Australia;Queensland
197212;Female;87;Oceania;Australia;New South Wales
197555;Male;76;Oceania;Australia;New South Wales
197655;Female;72;Oceania;Australia;Queensland
197730;Female;58;Oceania;Australia;Victoria
197750;Female;65;Oceania;Australia;New South Wales
198019;Male;64;Oceania;Australia;South Australia
198128;Female;50;Oceania;Australia;Victoria
198616;Female;37;Oceania;Australia;Queensland
198627;Male;73;Oceania;Australia;Western Australia
198667;Male;56;Oceania;Australia;Western Australia
198716;Male;32;Oceania;Australia;South Australia
198819;Female;78;Oceania;Australia;South Australia
199016;Female;46;Oceania;Australia;Queensland
199120;Female;47;Oceania;Australia;Queensland
199251;Male;52;Oceania;Australia;Western Australia
199288;Female;69;Oceania;Australia;Tasmania
199409;Female;33;Oceania;Australia;Queensland
199538;Female;74;Oceania;Australia;Victoria
199559;Male;77;Oceania;Australia;Northern Territory
199641;Male;71;Oceania;Australia;Queensland
200079;Male;39;North America;Canada;British Columbia
200208;Female;62;North America;Canada;Quebec
200370;Male;37;North America;Canada;Quebec
200631;Female;57;North America;Canada;Quebec
200688;Male;55;North America;Canada;British Columbia
200727;Male;68;North America;Canada;Quebec
200751;Female;79;North America;Canada;Quebec
200765;Male;27;North America;Canada;British Columbia
200786;Male;54;North America;Canada;British Columbia
200860;Female;44;North America;Canada;British Columbia
200903;Female;38;North America;Canada;Ontario
200992;Male;51;North America;Canada;British Columbia
201086;Male;27;North America;Canada;Ontario
201299;Male;67;North America;Canada;Quebec
201664;Male;75;North America;Canada;Alberta
201709;Female;61;North America;Canada;Quebec
201728;Female;62;North America;Canada;Ontario
201832;Male;34;North America;Canada;Alberta
201865;Female;71;North America;Canada;Ontario
202220;Female;83;North America;Canada;Alberta
202290;Female;24;North America;Canada;Ontario
202552;Female;86;North America;Canada;Ontario
202578;Female;23;North America;Canada;Alberta
202626;Male;68;North America;Canada;Ontario
202929;Male;34;North America;Canada;British Columbia
203076;Male;87;North America;Canada;Ontario
203191;Male;25;North America;Canada;Ontario
203708;Female;58;North America;Canada;Ontario
203836;Female;82;North America;Canada;Alberta
203863;Male;75;North America;Canada;Alberta
203916;Male;68;North America;Canada;British Columbia
203957;Female;82;North America;Canada;Nova Scotia
204030;Male;30;North America;Canada;Saskatchewan
204136;Female;30;North America;Canada;British Columbia
204149;Male;82;North America;Canada;Ontario
204378;Male;34;North America;Canada;British Columbia
204419;Male;30;North America;Canada;Ontario
204488;Female;74;North America;Canada;Ontario
204502;Male;80;North America;Canada;Quebec
204556;Female;41;North America;Canada;Ontario
204792;Male;35;North America;Canada;Ontario
205035;Male;59;North America;Canada;British Columbia
205077;Female;50;North America;Canada;British Columbia
205194;Male;53;North America;Canada;Ontario
205333;Female;37;North America;Canada;Quebec
205476;Female;75;North America;Canada;Nunavut
205480;Male;49;North America;Canada;British Columbia
205510;Female;86;North America;Canada;Alberta
205762;Female;35;North America;Canada;Ontario
205862;Male;26;North America;Canada;Ontario
205955;Female;37;North America;Canada;British Columbia
206055;Male;53;North America;Canada;British Columbia
206133;Male;39;North America;Canada;Ontario
206185;Female;23;North America;Canada;Prince Edward Island
206369;Female;38;North America;Canada;Quebec
206407;Male;78;North America;Canada;British Columbia
206450;Female;83;North America;Canada;Ontario
206717;Male;28;North America;Canada;British Columbia
206956;Male;51;North America;Canada;Ontario
207200;Male;70;North America;Canada;Ontario
207476;Male;25;North America;Canada;British Columbia
207552;Female;56;North America;Canada;Alberta
207775;Male;62;North America;Canada;Quebec
207855;Male;26;North America;Canada;Ontario
207996;Male;76;North America;Canada;Ontario
208037;Male;79;North America;Canada;Alberta
208195;Female;44;North America;Canada;Alberta
208556;Male;45;North America;Canada;Quebec
208682;Female;66;North America;Canada;Ontario
208720;Female;32;North America;Canada;Ontario
208825;Female;68;North America;Canada;British Columbia
208987;Male;38;North America;Canada;British Columbia
209171;Female;51;North America;Canada;British Columbia
209360;Female;75;North America;Canada;Ontario
209529;Male;35;North America;Canada;Ontario
209628;Female;41;North America;Canada;Quebec
209685;Female;44;North America;Canada;Ontario
209804;Female;59;North America;Canada;British Columbia
209872;Female;47;North America;Canada;Quebec
209875;Male;86;North America;Canada;Quebec
209922;Male;68;North America;Canada;British Columbia
209990;Male;49;North America;Canada;Ontario
210214;Female;49;North America;Canada;Ontario
210267;Female;81;North America;Canada;Ontario
210310;Male;83;North America;Canada;Ontario
210320;Male;35;North America;Canada;Quebec
210469;Male;26;North America;Canada;Ontario
210538;Male;73;North America;Canada;Alberta
210689;Male;57;North America;Canada;Ontario
210936;Female;75;North America;Canada;Quebec
210959;Male;54;North America;Canada;Manitoba
211057;Female;54;North America;Canada;Ontario
211067;Male;36;North America;Canada;Quebec
211197;Female;38;North America;Canada;Quebec
211214;Female;71;North America;Canada;Ontario
211486;Male;86;North America;Canada;Ontario
211740;Female;74;North America;Canada;Quebec
211746;Male;78;North America;Canada;Alberta
211809;Male;79;North America;Canada;Ontario
211855;Male;67;North America;Canada;Ontario
211862;Female;64;North America;Canada;Quebec
211938;Female;31;North America;Canada;British Columbia
211976;Male;51;North America;Canada;Ontario
212119;Female;58;North America;Canada;British Columbia
212167;Male;37;North America;Canada;Ontario
212281;Female;72;North America;Canada;British Columbia
212385;Female;74;North America;Canada;Quebec
212807;Female;32;North America;Canada;Alberta
212881;Female;66;North America;Canada;British Columbia
213157;Male;76;North America;Canada;Newfoundland and Labrador
213183;Female;84;North America;Canada;Quebec
213261;Male;48;North America;Canada;Ontario
213262;Female;67;North America;Canada;Alberta
213636;Male;42;North America;Canada;Alberta
213787;Female;86;North America;Canada;Quebec
213806;Female;87;North America;Canada;Ontario
213892;Male;76;North America;Canada;British Columbia
213985;Male;66;North America;Canada;Quebec
214969;Male;73;North America;Canada;Ontario
215067;Male;75;North America;Canada;British Columbia
215139;Male;71;North America;Canada;British Columbia
215236;Female;52;North America;Canada;Ontario
215309;Male;31;North America;Canada;Ontario
215351;Female;26;North America;Canada;Ontario
215385;Female;84;North America;Canada;Quebec
215523;Female;61;North America;Canada;Ontario
215548;Female;84;North America;Canada;Ontario
215600;Male;43;North America;Canada;British Columbia
215613;Female;39;North America;Canada;Ontario
215852;Female;24;North America;Canada;Quebec
215878;Male;32;North America;Canada;Ontario
215895;Female;51;North America;Canada;British Columbia
215948;Male;69;North America;Canada;Ontario
215955;Female;34;North America;Canada;Quebec
216267;Male;58;North America;Canada;Quebec
216372;Female;82;North America;Canada;Quebec
216389;Male;83;North America;Canada;Yukon
216458;Female;49;North America;Canada;British Columbia
216550;Male;62;North America;Canada;Ontario
216767;Female;30;North America;Canada;Ontario
216806;Female;78;North America;Canada;Ontario
216812;Male;88;North America;Canada;Ontario
217000;Female;52;North America;Canada;Ontario
217020;Female;77;North America;Canada;Quebec
217102;Male;75;North America;Canada;Ontario
217405;Female;71;North America;Canada;Ontario
217424;Male;88;North America;Canada;Quebec
217725;Male;72;North America;Canada;Quebec
217762;Female;43;North America;Canada;Saskatchewan
217859;Female;69;North America;Canada;Ontario
217910;Male;45;North America;Canada;Quebec
218186;Male;44;North America;Canada;Ontario
218278;Female;56;North America;Canada;Ontario
218298;Male;73;North America;Canada;Alberta
218530;Female;42;North America;Canada;Alberta
218565;Male;58;North America;Canada;British Columbia
218678;Male;29;North America;Canada;Ontario
218961;Male;52;North America;Canada;Ontario
219073;Female;80;North America;Canada;Ontario
219098;Male;56;North America;Canada;British Columbia
219394;Female;28;North America;Canada;Ontario
219411;Male;27;North America;Canada;Alberta
219561;Female;29;North America;Canada;Quebec
219940;Female;69;North America;Canada;British Columbia
219959;Female;83;North America;Canada;Ontario
220034;Male;55;North America;Canada;Ontario
220324;Female;88;North America;Canada;British Columbia
220411;Female;64;North America;Canada;Ontario
220463;Female;78;North America;Canada;Alberta
220519;Female;23;North America;Canada;Ontario
220543;Female;58;North America;Canada;Ontario
220612;Male;58;North America;Canada;Nova Scotia
220723;Male;30;North America;Canada;Alberta
220755;Male;50;North America;Canada;Ontario
220756;Female;88;North America;Canada;Ontario
220775;Female;50;North America;Canada;British Columbia
220902;Male;84;North America;Canada;Quebec
221062;Male;62;North America;Canada;Ontario
221326;Male;82;North America;Canada;Alberta
221410;Male;30;North America;Canada;Ontario
221602;Female;48;North America;Canada;Alberta
221684;Female;78;North America;Canada;Quebec
221851;Male;47;North America;Canada;Quebec
221924;Female;70;North America;Canada;Alberta
222287;Female;71;North America;Canada;British Columbia
222512;Male;63;North America;Canada;Quebec
222611;Male;64;North America;Canada;Ontario
222617;Male;67;North America;Canada;Quebec
222659;Male;25;North America;Canada;Ontario
222847;Male;52;North America;Canada;Alberta
222999;Female;71;North America;Canada;British Columbia
223081;Female;38;North America;Canada;Ontario
223142;Male;64;North America;Canada;Ontario
223555;Female;27;North America;Canada;Alberta
223761;Male;71;North America;Canada;Alberta
223904;Female;80;North America;Canada;Ontario
224035;Male;49;North America;Canada;Alberta
224111;Female;47;North America;Canada;Quebec
224376;Male;48;North America;Canada;Quebec
224398;Female;36;North America;Canada;Ontario
224416;Female;55;North America;Canada;Quebec
224418;Female;34;North America;Canada;Quebec
224434;Female;56;North America;Canada;Quebec
224535;Male;71;North America;Canada;Alberta
224588;Female;54;North America;Canada;Ontario
225285;Male;74;North America;Canada;British Columbia
225593;Female;39;North America;Canada;Alberta
225634;Female;70;North America;Canada;British Columbia
225768;Male;80;North America;Canada;Ontario
226013;Male;69;North America;Canada;Ontario
226220;Male;32;North America;Canada;Ontario
226367;Male;33;North America;Canada;Alberta
226576;Male;72;North America;Canada;Ontario
226740;Male;38;North America;Canada;British Columbia
226833;Male;35;North America;Canada;Saskatchewan
227116;Male;70;North America;Canada;Ontario
227281;Male;60;North America;Canada;British Columbia
227338;Female;47;North America;Canada;Alberta
227416;Male;25;North America;Canada;Alberta
227564;Male;49;North America;Canada;Ontario
227565;Male;53;North America;Canada;Ontario
227646;Male;85;North America;Canada;Quebec
227654;Male;67;North America;Canada;Ontario
227656;Female;28;North America;Canada;Quebec
227898;Male;49;North America;Canada;Saskatchewan
227946;Female;27;North America;Canada;Quebec
228402;Female;54;North America;Canada;British Columbia
228413;Male;71;North America;Canada;Ontario
228792;Female;78;North America;Canada;Alberta
228850;Male;87;North America;Canada;Ontario
229084;Male;31;North America;Canada;Ontario
229104;Female;59;North America;Canada;Yukon
229136;Male;77;North America;Canada;Quebec
229251;Male;55;North America;Canada;Ontario
229286;Female;44;North America;Canada;Alberta
229582;Male;79;North America;Canada;Saskatchewan
229838;Female;45;North America;Canada;Alberta
229939;Female;68;North America;Canada;Ontario
229949;Male;70;North America;Canada;Alberta
229987;Female;72;North America;Canada;Alberta
230391;Female;82;North America;Canada;Ontario
230405;Male;34;North America;Canada;Saskatchewan
230457;Male;33;North America;Canada;Ontario
230521;Male;78;North America;Canada;British Columbia
230598;Male;85;North America;Canada;Ontario
230779;Female;66;North America;Canada;Ontario
231898;Male;56;North America;Canada;Alberta
231984;Female;70;North America;Canada;Alberta
231997;Female;64;North America;Canada;British Columbia
232195;Male;32;North America;Canada;Ontario
232586;Female;64;North America;Canada;British Columbia
232588;Female;41;North America;Canada;Quebec
232740;Female;41;North America;Canada;Quebec
232998;Female;43;North America;Canada;Ontario
233477;Female;24;North America;Canada;Alberta
233565;Female;36;North America;Canada;Ontario
233567;Female;53;North America;Canada;Quebec
233643;Female;63;North America;Canada;Alberta
233698;Female;24;North America;Canada;British Columbia
233728;Male;26;North America;Canada;Ontario
233855;Male;78;North America;Canada;Ontario
233904;Male;72;North America;Canada;Ontario
234326;Male;63;North America;Canada;Ontario
234493;Male;36;North America;Canada;Quebec
234620;Male;83;North America;Canada;Alberta
234648;Female;29;North America;Canada;Saskatchewan
234726;Female;86;North America;Canada;British Columbia
235050;Male;51;North America;Canada;Ontario
235093;Female;69;North America;Canada;Quebec
235116;Male;72;North America;Canada;Ontario
235133;Female;70;North America;Canada;Ontario
235534;Female;66;North America;Canada;Quebec
235607;Female;65;North America;Canada;Ontario
235730;Female;75;North America;Canada;Nova Scotia
235891;Female;42;North America;Canada;Ontario
236161;Female;57;North America;Canada;Quebec
236612;Male;60;North America;Canada;Ontario
236812;Male;54;North America;Canada;Saskatchewan
236846;Male;85;North America;Canada;Ontario
236863;Male;71;North America;Canada;Manitoba
236974;Female;83;North America;Canada;Alberta
237000;Male;87;North America;Canada;British Columbia
237358;Male;64;North America;Canada;Alberta
237541;Male;33;North America;Canada;Quebec
237557;Female;26;North America;Canada;Ontario
237725;Male;23;North America;Canada;Ontario
237911;Male;77;North America;Canada;Quebec
238065;Male;44;North America;Canada;Ontario
238069;Male;37;North America;Canada;Ontario
238385;Male;86;North America;Canada;British Columbia
238624;Male;74;North America;Canada;British Columbia
238625;Male;73;North America;Canada;British Columbia
238678;Male;54;North America;Canada;Alberta
238806;Female;62;North America;Canada;Quebec
238820;Male;58;North America;Canada;Saskatchewan
238986;Male;29;North America;Canada;Ontario
239066;Female;69;North America;Canada;British Columbia
239126;Male;40;North America;Canada;Ontario
239134;Male;52;North America;Canada;Quebec
239187;Female;66;North America;Canada;Alberta
239297;Female;41;North America;Canada;Ontario
239424;Male;40;North America;Canada;Ontario
239502;Male;35;North America;Canada;British Columbia
239571;Female;90;North America;Canada;British Columbia
239647;Female;88;North America;Canada;Ontario
239934;Male;32;North America;Canada;Alberta
239991;Male;74;North America;Canada;Alberta
240017;Female;71;North America;Canada;British Columbia
240085;Female;52;North America;Canada;Ontario
240328;Female;83;North America;Canada;Ontario
240341;Male;31;North America;Canada;Ontario
240344;Male;30;North America;Canada;Ontario
240347;Female;47;North America;Canada;British Columbia
240370;Male;61;North America;Canada;Ontario
240527;Female;36;North America;Canada;Ontario
240595;Male;46;North America;Canada;Quebec
240609;Female;41;North America;Canada;Ontario
240858;Male;58;North America;Canada;British Columbia
241006;Female;64;North America;Canada;Saskatchewan
241136;Male;59;North America;Canada;Alberta
241230;Female;60;North America;Canada;Ontario
241365;Male;23;North America;Canada;British Columbia
241436;Male;80;North America;Canada;Quebec
241450;Male;67;North America;Canada;Ontario
241513;Female;24;North America;Canada;British Columbia
241610;Male;84;North America;Canada;British Columbia
241724;Female;79;North America;Canada;Manitoba
241760;Male;27;North America;Canada;British Columbia
241885;Female;39;North America;Canada;Manitoba
242098;Male;73;North America;Canada;Prince Edward Island
242542;Female;26;North America;Canada;British Columbia
242571;Male;46;North America;Canada;Ontario
242781;Male;41;North America;Canada;Ontario
242897;Female;47;North America;Canada;British Columbia
242901;Male;81;North America;Canada;Ontario
242920;Male;88;North America;Canada;British Columbia
242985;Female;33;North America;Canada;Saskatchewan
243036;Female;77;North America;Canada;Ontario
243073;Female;51;North America;Canada;Alberta
243170;Female;77;North America;Canada;Quebec
243209;Female;76;North America;Canada;British Columbia
243332;Male;63;North America;Canada;Alberta
243341;Female;43;North America;Canada;Ontario
243543;Female;51;North America;Canada;British Columbia
243747;Male;63;North America;Canada;Ontario
243799;Male;50;North America;Canada;Manitoba
243807;Male;29;North America;Canada;Ontario
243917;Female;42;North America;Canada;Ontario
244065;Female;44;North America;Canada;Ontario
244179;Male;39;North America;Canada;Alberta
244193;Male;66;North America;Canada;Ontario
244320;Male;48;North America;Canada;Ontario
244323;Male;40;North America;Canada;Ontario
244354;Female;63;North America;Canada;British Columbia
244462;Female;72;North America;Canada;British Columbia
244465;Male;50;North America;Canada;Saskatchewan
244545;Female;32;North America;Canada;British Columbia
244601;Female;65;North America;Canada;Ontario
244737;Female;51;North America;Canada;British Columbia
244792;Male;44;North America;Canada;Ontario
244921;Male;87;North America;Canada;Ontario
244931;Male;82;North America;Canada;Yukon
244936;Female;84;North America;Canada;Ontario
245017;Female;35;North America;Canada;Quebec
245143;Female;50;North America;Canada;Quebec
245372;Female;88;North America;Canada;Ontario
245649;Male;61;North America;Canada;Alberta
245739;Male;80;North America;Canada;Quebec
245808;Male;85;North America;Canada;Ontario
245912;Female;65;North America;Canada;Alberta
245936;Male;32;North America;Canada;Ontario
246420;Male;60;North America;Canada;British Columbia
246656;Male;63;North America;Canada;Alberta
246888;Male;54;North America;Canada;Ontario
247032;Male;57;North America;Canada;British Columbia
247129;Male;27;North America;Canada;Alberta
247132;Female;62;North America;Canada;Ontario
247171;Female;27;North America;Canada;British Columbia
247443;Male;59;North America;Canada;Northwest Territories
247706;Male;29;North America;Canada;Ontario
247866;Male;37;North America;Canada;Alberta
247966;Female;64;North America;Canada;Quebec
247971;Female;25;North America;Canada;Ontario
248178;Female;78;North America;Canada;Alberta
248283;Female;70;North America;Canada;Saskatchewan
248406;Female;33;North America;Canada;Quebec
248476;Male;24;North America;Canada;Alberta
248555;Male;39;North America;Canada;British Columbia
248607;Male;74;North America;Canada;Ontario
248677;Female;33;North America;Canada;Quebec
248690;Female;87;North America;Canada;Ontario
249120;Male;41;North America;Canada;Ontario
249261;Female;56;North America;Canada;Quebec
249269;Female;58;North America;Canada;Quebec
249320;Female;72;North America;Canada;Alberta
249397;Female;76;North America;Canada;Ontario
249578;Female;77;North America;Canada;British Columbia
249893;Female;86;North America;Canada;British Columbia
249956;Female;53;North America;Canada;Alberta
250052;Male;48;North America;Canada;Ontario
250176;Male;31;North America;Canada;Ontario
250194;Male;70;North America;Canada;British Columbia
250739;Female;50;North America;Canada;British Columbia
250804;Male;84;North America;Canada;Ontario
250824;Male;71;North America;Canada;Ontario
250884;Male;77;North America;Canada;Ontario
250944;Male;49;North America;Canada;Ontario
250990;Male;77;North America;Canada;Ontario
251045;Female;88;North America;Canada;Quebec
251069;Male;82;North America;Canada;British Columbia
251084;Female;75;North America;Canada;Quebec
251252;Male;30;North America;Canada;Saskatchewan
251282;Male;49;North America;Canada;Alberta
251344;Male;35;North America;Canada;Ontario
251587;Male;89;North America;Canada;Ontario
251670;Male;69;North America;Canada;Ontario
252272;Female;44;North America;Canada;Ontario
252545;Male;80;North America;Canada;Ontario
252611;Female;71;North America;Canada;Ontario
252662;Male;77;North America;Canada;British Columbia
252769;Male;41;North America;Canada;Quebec
253141;Male;70;North America;Canada;British Columbia
253233;Female;62;North America;Canada;Ontario
253278;Male;39;North America;Canada;British Columbia
253281;Female;48;North America;Canada;Ontario
253377;Male;62;North America;Canada;Ontario
253505;Female;43;North America;Canada;Prince Edward Island
253567;Male;88;North America;Canada;British Columbia
253632;Female;76;North America;Canada;Saskatchewan
253813;Female;46;North America;Canada;Alberta
254142;Male;43;North America;Canada;Ontario
254265;Male;52;North America;Canada;Northwest Territories
254331;Male;44;North America;Canada;Ontario
254402;Female;73;North America;Canada;Alberta
254407;Male;43;North America;Canada;Quebec
254540;Female;37;North America;Canada;Ontario
254779;Female;24;North America;Canada;Ontario
254795;Female;31;North America;Canada;Ontario
254816;Female;47;North America;Canada;Quebec
254825;Female;43;North America;Canada;Alberta
254861;Male;36;North America;Canada;Quebec
255089;Male;68;North America;Canada;Ontario
255161;Female;34;North America;Canada;Ontario
255267;Female;69;North America;Canada;Ontario
255284;Male;31;North America;Canada;Ontario
255295;Female;61;North America;Canada;Saskatchewan
255312;Male;85;North America;Canada;British Columbia
255406;Female;89;North America;Canada;Alberta
255479;Male;75;North America;Canada;Quebec
255536;Male;57;North America;Canada;British Columbia
255723;Male;85;North America;Canada;Ontario
255882;Male;38;North America;Canada;Quebec
256114;Female;40;North America;Canada;Ontario
256411;Male;33;North America;Canada;British Columbia
256475;Male;63;North America;Canada;British Columbia
256526;Male;89;North America;Canada;Ontario
256531;Male;27;North America;Canada;Quebec
256789;Male;64;North America;Canada;Ontario
256828;Male;64;North America;Canada;Alberta
256837;Male;61;North America;Canada;Ontario
257031;Female;27;North America;Canada;Nova Scotia
257225;Male;89;North America;Canada;Ontario
257471;Male;49;North America;Canada;Ontario
257642;Female;70;North America;Canada;Ontario
258135;Female;24;North America;Canada;Quebec
258236;Male;51;North America;Canada;Ontario
258316;Male;60;North America;Canada;British Columbia
258429;Female;81;North America;Canada;Quebec
258702;Male;47;North America;Canada;Quebec
259102;Female;69;North America;Canada;Ontario
259221;Female;41;North America;Canada;Saskatchewan
259407;Male;54;North America;Canada;Ontario
259411;Female;40;North America;Canada;Ontario
259457;Male;43;North America;Canada;British Columbia
259615;Male;37;North America;Canada;British Columbia
259651;Male;25;North America;Canada;Nova Scotia
259681;Female;86;North America;Canada;Ontario
259842;Female;48;North America;Canada;Ontario
260002;Female;25;North America;Canada;Ontario
260031;Male;88;North America;Canada;British Columbia
260206;Male;62;North America;Canada;Ontario
260373;Male;79;North America;Canada;Quebec
260521;Female;26;North America;Canada;Ontario
260889;Male;59;North America;Canada;Ontario
261059;Male;79;North America;Canada;Ontario
261086;Female;60;North America;Canada;Ontario
261099;Female;69;North America;Canada;Alberta
261111;Male;58;North America;Canada;Ontario
261122;Male;46;North America;Canada;Alberta
261199;Female;44;North America;Canada;British Columbia
261256;Male;35;North America;Canada;Ontario
261272;Female;50;North America;Canada;Nova Scotia
261275;Female;24;North America;Canada;Ontario
261295;Female;67;North America;Canada;Ontario
261356;Male;33;North America;Canada;Saskatchewan
261498;Female;78;North America;Canada;British Columbia
261558;Male;54;North America;Canada;Alberta
261669;Male;46;North America;Canada;British Columbia
261686;Male;49;North America;Canada;British Columbia
261840;Male;51;North America;Canada;Alberta
261910;Male;45;North America;Canada;Ontario
262037;Female;44;North America;Canada;Alberta
262050;Female;80;North America;Canada;Quebec
262052;Female;88;North America;Canada;Quebec
262089;Female;42;North America;Canada;Ontario
262393;Female;75;North America;Canada;British Columbia
262645;Female;73;North America;Canada;Ontario
262761;Male;60;North America;Canada;Ontario
262788;Male;87;North America;Canada;Ontario
262802;Female;31;North America;Canada;Ontario
262821;Female;32;North America;Canada;Nova Scotia
262871;Male;44;North America;Canada;Ontario
263011;Male;44;North America;Canada;Northwest Territories
263308;Male;46;North America;Canada;Ontario
263373;Male;34;North America;Canada;Alberta
263446;Male;66;North America;Canada;Ontario
263808;Female;82;North America;Canada;Saskatchewan
264228;Female;42;North America;Canada;Quebec
264451;Female;39;North America;Canada;British Columbia
264515;Female;87;North America;Canada;British Columbia
264632;Female;70;North America;Canada;British Columbia
264640;Male;32;North America;Canada;Ontario
264718;Female;89;North America;Canada;British Columbia
264866;Female;70;North America;Canada;British Columbia
265007;Male;75;North America;Canada;Ontario
265326;Male;87;North America;Canada;Alberta
265483;Female;24;North America;Canada;Ontario
265593;Male;45;North America;Canada;Saskatchewan
265598;Male;54;North America;Canada;Ontario
265666;Male;72;North America;Canada;British Columbia
265704;Male;46;North America;Canada;Alberta
265712;Female;86;North America;Canada;Ontario
265807;Male;69;North America;Canada;Ontario
265825;Female;53;North America;Canada;Ontario
265864;Male;73;North America;Canada;Alberta
266019;Female;62;North America;Canada;Alberta
266212;Male;50;North America;Canada;Quebec
266254;Female;60;North America;Canada;Alberta
266399;Male;26;North America;Canada;Alberta
266492;Female;76;North America;Canada;Alberta
266658;Male;37;North America;Canada;Ontario
267168;Female;34;North America;Canada;Ontario
267235;Female;52;North America;Canada;Ontario
267544;Male;67;North America;Canada;Ontario
267561;Male;24;North America;Canada;Ontario
267691;Male;87;North America;Canada;Saskatchewan
268251;Male;82;North America;Canada;British Columbia
268465;Male;24;North America;Canada;Ontario
268520;Female;89;North America;Canada;Alberta
268540;Female;32;North America;Canada;British Columbia
268575;Male;38;North America;Canada;Quebec
268628;Female;52;North America;Canada;Ontario
268745;Male;70;North America;Canada;Manitoba
268787;Female;70;North America;Canada;Saskatchewan
268815;Female;35;North America;Canada;Ontario
268820;Female;80;North America;Canada;Saskatchewan
268913;Female;88;North America;Canada;Alberta
269052;Female;45;North America;Canada;Quebec
269337;Male;29;North America;Canada;Quebec
269340;Male;90;North America;Canada;British Columbia
269370;Male;70;North America;Canada;Alberta
269414;Female;57;North America;Canada;Quebec
269713;Female;42;North America;Canada;Ontario
269879;Male;33;North America;Canada;Quebec
270034;Female;34;North America;Canada;British Columbia
270320;Male;74;North America;Canada;Quebec
270359;Male;26;North America;Canada;Quebec
270462;Female;76;North America;Canada;Quebec
270509;Male;30;North America;Canada;British Columbia
270614;Female;54;North America;Canada;Ontario
270633;Male;49;North America;Canada;British Columbia
270682;Female;43;North America;Canada;Ontario
270736;Male;81;North America;Canada;Ontario
270917;Male;32;North America;Canada;Alberta
271065;Female;31;North America;Canada;Ontario
271122;Female;28;North America;Canada;Quebec
271155;Female;66;North America;Canada;British Columbia
271212;Female;32;North America;Canada;Ontario
271355;Male;58;North America;Canada;Ontario
271416;Female;71;North America;Canada;Quebec
271760;Male;50;North America;Canada;Ontario
271825;Female;41;North America;Canada;Ontario
271865;Male;41;North America;Canada;Ontario
271916;Female;60;North America;Canada;Ontario
271994;Male;67;North America;Canada;Quebec
272087;Female;60;North America;Canada;Nova Scotia
272146;Female;75;North America;Canada;Quebec
272295;Male;64;North America;Canada;Ontario
272362;Male;66;North America;Canada;Alberta
272462;Female;57;North America;Canada;British Columbia
272601;Male;34;North America;Canada;Ontario
272662;Female;27;North America;Canada;Quebec
272681;Male;25;North America;Canada;Ontario
272828;Male;88;North America;Canada;Saskatchewan
272995;Male;26;North America;Canada;Ontario
273404;Female;44;North America;Canada;Ontario
273661;Female;73;North America;Canada;Saskatchewan
273887;Male;57;North America;Canada;Quebec
273939;Female;48;North America;Canada;Ontario
274446;Female;29;North America;Canada;Saskatchewan
274692;Male;57;North America;Canada;Ontario
274765;Female;77;North America;Canada;Alberta
274778;Male;52;North America;Canada;Saskatchewan
274967;Female;82;North America;Canada;British Columbia
275137;Female;58;North America;Canada;Ontario
275140;Female;57;North America;Canada;Ontario
275227;Female;81;North America;Canada;Ontario
275615;Female;34;North America;Canada;Ontario
275718;Female;73;North America;Canada;Ontario
275830;Male;47;North America;Canada;Quebec
275930;Male;64;North America;Canada;Ontario
276050;Male;52;North America;Canada;Ontario
276051;Male;60;North America;Canada;Ontario
276091;Female;59;North America;Canada;Ontario
276098;Female;56;North America;Canada;Alberta
276108;Male;76;North America;Canada;British Columbia
276205;Female;82;North America;Canada;Quebec
276325;Male;41;North America;Canada;Ontario
276836;Female;83;North America;Canada;Ontario
276895;Female;56;North America;Canada;Ontario
276906;Male;60;North America;Canada;British Columbia
276912;Female;89;North America;Canada;Ontario
277015;Male;68;North America;Canada;British Columbia
277189;Female;61;North America;Canada;Quebec
277215;Male;76;North America;Canada;Ontario
277538;Male;87;North America;Canada;Quebec
277808;Male;83;North America;Canada;Saskatchewan
277906;Male;61;North America;Canada;British Columbia
277915;Male;89;North America;Canada;Alberta
278255;Female;62;North America;Canada;British Columbia
278518;Female;57;North America;Canada;Alberta
278544;Male;63;North America;Canada;Ontario
278568;Male;35;North America;Canada;Quebec
278695;Male;84;North America;Canada;Quebec
278787;Female;86;North America;Canada;Alberta
278979;Female;81;North America;Canada;Saskatchewan
279068;Male;71;North America;Canada;Ontario
279223;Male;69;North America;Canada;British Columbia
279240;Male;75;North America;Canada;Ontario
279486;Female;58;North America;Canada;Ontario
279490;Female;56;North America;Canada;Saskatchewan
280023;Female;41;North America;Canada;Ontario
280183;Female;48;North America;Canada;Ontario
280277;Male;46;North America;Canada;Ontario
280305;Male;27;North America;Canada;Quebec
280641;Female;83;North America;Canada;Alberta
281008;Male;37;North America;Canada;Alberta
281485;Male;53;North America;Canada;Ontario
281546;Male;34;North America;Canada;Ontario
281553;Female;51;North America;Canada;Ontario
281638;Female;64;North America;Canada;Ontario
281675;Male;39;North America;Canada;Alberta
282061;Male;83;North America;Canada;Ontario
282098;Female;36;North America;Canada;Ontario
282188;Female;64;North America;Canada;Quebec
282556;Female;62;North America;Canada;Ontario
282615;Female;50;North America;Canada;British Columbia
282634;Male;39;North America;Canada;Nova Scotia
